Name,Family_size,Status,Location,Age,Budget,Model
CUS15858,5,High,Married,CD,>40,AMG G65 SUV
CUS15859,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS15860,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS15861,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS15862,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS15863,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS15864,3,Low,Single,CD,<40,C300 Coupe
CUS15865,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS15866,3,Low,Married,CD,<40,CLA250 Coupe
CUS15867,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS15868,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS15869,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS15870,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS15871,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS15872,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS15873,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS15874,3,Low,Single,CD,>40,E400 Coupe
CUS15875,3,Medium ,Single,CD,>40,E550 Coupe
CUS15876,3,High,Single,CD,>40,AMG S63 Coupe
CUS15877,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS15878,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS15879,3,High,Married,CD,>40,AMG S65 Coupe
CUS15880,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS15881,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS15882,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS15883,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS15884,4,Low,Married,LD,<40,AMG C43 Sedan
CUS15885,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS15886,4,High,Married,LD,<40,AMG S63 Sedan
CUS15887,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS15888,4,Low,Married,CD,<40,C300 Sedan
CUS15889,4,High,Married,CD,<40,S550 Sedan
CUS15890,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS15891,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS15892,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS15893,4,High,Married,LD,>40,S600 Sedan
CUS15894,4,High,Single,CD,>40,AMG S65 Sedan
CUS15895,4,Low,Married,CD,>40,E300 Sedan
CUS15896,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS15897,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS15898,2,Low,Single,CD,<40,C300 Cabriolet
CUS15899,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS15900,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS15901,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS15902,2,High,Single,LD,>40,S550 Cabriolet
CUS15903,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS15904,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS15905,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS15906,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS15907,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS15908,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS15909,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS15910,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS15911,5,Low,Single,CD,<40,GLA250 SUV
CUS15912,5,Medium ,Single,CD,<40,GLS450 SUV
CUS15913,5,High,Single,CD,<40,AMG GLE63 SUV
CUS15914,5,Low,Married,CD,<40,GLE350 SUV
CUS15915,5,Medium ,Married,CD,<40,GLS550 SUV
CUS15916,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS15917,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS15918,5,High,Single,LD,>40,AMG GLS63 SUV
CUS15919,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS15920,5,High,Married,LD,>40,G550 SUV
CUS15921,5,Low,Single,CD,>40,GLC300 SUV
CUS15922,5,High,Single,CD,>40,AMG G63 SUV
CUS15923,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS15924,5,High,Married,CD,>40,AMG G65 SUV
CUS15925,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS15926,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS15927,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS15928,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS15929,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS15930,3,Low,Single,CD,<40,C300 Coupe
CUS15931,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS15932,3,Low,Married,CD,<40,CLA250 Coupe
CUS15933,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS15934,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS15935,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS15936,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS15937,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS15938,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS15939,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS15940,3,Low,Single,CD,>40,E400 Coupe
CUS15941,3,Medium ,Single,CD,>40,E550 Coupe
CUS15942,3,High,Single,CD,>40,AMG S63 Coupe
CUS15943,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS15944,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS15945,3,High,Married,CD,>40,AMG S65 Coupe
CUS15946,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS15947,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS15948,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS15949,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS15950,4,Low,Married,LD,<40,AMG C43 Sedan
CUS15951,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS15952,4,High,Married,LD,<40,AMG S63 Sedan
CUS15953,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS15954,4,Low,Married,CD,<40,C300 Sedan
CUS15955,4,High,Married,CD,<40,S550 Sedan
CUS15956,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS15957,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS15958,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS15959,4,High,Married,LD,>40,S600 Sedan
CUS15960,4,High,Single,CD,>40,AMG S65 Sedan
CUS15961,4,Low,Married,CD,>40,E300 Sedan
CUS15962,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS15963,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS15964,2,Low,Single,CD,<40,C300 Cabriolet
CUS15965,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS15966,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS15967,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS15968,2,High,Single,LD,>40,S550 Cabriolet
CUS15969,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS15970,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS15971,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS15972,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS15973,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS15974,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS15975,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS15976,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS15977,5,Low,Single,CD,<40,GLA250 SUV
CUS15978,5,Medium ,Single,CD,<40,GLS450 SUV
CUS15979,5,High,Single,CD,<40,AMG GLE63 SUV
CUS15980,5,Low,Married,CD,<40,GLE350 SUV
CUS15981,5,Medium ,Married,CD,<40,GLS550 SUV
CUS15982,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS15983,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS15984,5,High,Single,LD,>40,AMG GLS63 SUV
CUS15985,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS15986,5,High,Married,LD,>40,G550 SUV
CUS15987,5,Low,Single,CD,>40,GLC300 SUV
CUS15988,5,High,Single,CD,>40,AMG G63 SUV
CUS15989,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS15990,5,High,Married,CD,>40,AMG G65 SUV
CUS15991,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS15992,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS15993,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS15994,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS15995,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS15996,3,Low,Single,CD,<40,C300 Coupe
CUS15997,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS15998,3,Low,Married,CD,<40,CLA250 Coupe
CUS15999,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS16000,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS16001,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS16002,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS16003,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS16004,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS16005,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS16006,3,Low,Single,CD,>40,E400 Coupe
CUS16007,3,Medium ,Single,CD,>40,E550 Coupe
CUS16008,3,High,Single,CD,>40,AMG S63 Coupe
CUS16009,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS16010,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS16011,3,High,Married,CD,>40,AMG S65 Coupe
CUS16012,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS16013,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS16014,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS16015,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS16016,4,Low,Married,LD,<40,AMG C43 Sedan
CUS16017,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS16018,4,High,Married,LD,<40,AMG S63 Sedan
CUS16019,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS16020,4,Low,Married,CD,<40,C300 Sedan
CUS16021,4,High,Married,CD,<40,S550 Sedan
CUS16022,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS16023,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS16024,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS16025,4,High,Married,LD,>40,S600 Sedan
CUS16026,4,High,Single,CD,>40,AMG S65 Sedan
CUS16027,4,Low,Married,CD,>40,E300 Sedan
CUS16028,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS16029,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS16030,2,Low,Single,CD,<40,C300 Cabriolet
CUS16031,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS16032,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS16033,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS16034,2,High,Single,LD,>40,S550 Cabriolet
CUS16035,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS16036,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS16037,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS16038,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS16039,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS16040,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS16041,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS16042,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS16043,5,Low,Single,CD,<40,GLA250 SUV
CUS16044,5,Medium ,Single,CD,<40,GLS450 SUV
CUS16045,5,High,Single,CD,<40,AMG GLE63 SUV
CUS16046,5,Low,Married,CD,<40,GLE350 SUV
CUS16047,5,Medium ,Married,CD,<40,GLS550 SUV
CUS16048,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS16049,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS16050,5,High,Single,LD,>40,AMG GLS63 SUV
CUS16051,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS16052,5,High,Married,LD,>40,G550 SUV
CUS16053,5,Low,Single,CD,>40,GLC300 SUV
CUS16054,5,High,Single,CD,>40,AMG G63 SUV
CUS16055,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS16056,5,High,Married,CD,>40,AMG G65 SUV
CUS16057,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS16058,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS16059,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS16060,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS16061,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS16062,3,Low,Single,CD,<40,C300 Coupe
CUS16063,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS16064,3,Low,Married,CD,<40,CLA250 Coupe
CUS16065,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS16066,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS16067,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS16068,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS16069,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS16070,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS16071,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS16072,3,Low,Single,CD,>40,E400 Coupe
CUS16073,3,Medium ,Single,CD,>40,E550 Coupe
CUS16074,3,High,Single,CD,>40,AMG S63 Coupe
CUS16075,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS16076,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS16077,3,High,Married,CD,>40,AMG S65 Coupe
CUS16078,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS16079,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS16080,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS16081,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS16082,4,Low,Married,LD,<40,AMG C43 Sedan
CUS16083,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS16084,4,High,Married,LD,<40,AMG S63 Sedan
CUS16085,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS16086,4,Low,Married,CD,<40,C300 Sedan
CUS16087,4,High,Married,CD,<40,S550 Sedan
CUS16088,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS16089,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS16090,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS16091,4,High,Married,LD,>40,S600 Sedan
CUS16092,4,High,Single,CD,>40,AMG S65 Sedan
CUS16093,4,Low,Married,CD,>40,E300 Sedan
CUS16094,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS16095,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS16096,2,Low,Single,CD,<40,C300 Cabriolet
CUS16097,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS16098,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS16099,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS16100,2,High,Single,LD,>40,S550 Cabriolet
CUS16101,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS16102,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS16103,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS16104,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS16105,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS16106,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS16107,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS16108,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS16109,5,Low,Single,CD,<40,GLA250 SUV
CUS16110,5,Medium ,Single,CD,<40,GLS450 SUV
CUS16111,5,High,Single,CD,<40,AMG GLE63 SUV
CUS16112,5,Low,Married,CD,<40,GLE350 SUV
CUS16113,5,Medium ,Married,CD,<40,GLS550 SUV
CUS16114,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS16115,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS16116,5,High,Single,LD,>40,AMG GLS63 SUV
CUS16117,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS16118,5,High,Married,LD,>40,G550 SUV
CUS16119,5,Low,Single,CD,>40,GLC300 SUV
CUS16120,5,High,Single,CD,>40,AMG G63 SUV
CUS16121,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS16122,5,High,Married,CD,>40,AMG G65 SUV
CUS16123,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS16124,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS16125,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS16126,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS16127,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS16128,3,Low,Single,CD,<40,C300 Coupe
CUS16129,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS16130,3,Low,Married,CD,<40,CLA250 Coupe
CUS16131,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS16132,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS16133,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS16134,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS16135,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS16136,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS16137,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS16138,3,Low,Single,CD,>40,E400 Coupe
CUS16139,3,Medium ,Single,CD,>40,E550 Coupe
CUS16140,3,High,Single,CD,>40,AMG S63 Coupe
CUS16141,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS16142,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS16143,3,High,Married,CD,>40,AMG S65 Coupe
CUS16144,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS16145,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS16146,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS16147,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS16148,4,Low,Married,LD,<40,AMG C43 Sedan
CUS16149,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS16150,4,High,Married,LD,<40,AMG S63 Sedan
CUS16151,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS16152,4,Low,Married,CD,<40,C300 Sedan
CUS16153,4,High,Married,CD,<40,S550 Sedan
CUS16154,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS16155,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS16156,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS16157,4,High,Married,LD,>40,S600 Sedan
CUS16158,4,High,Single,CD,>40,AMG S65 Sedan
CUS16159,4,Low,Married,CD,>40,E300 Sedan
CUS16160,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS16161,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS16162,2,Low,Single,CD,<40,C300 Cabriolet
CUS16163,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS16164,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS16165,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS16166,2,High,Single,LD,>40,S550 Cabriolet
CUS16167,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS16168,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS16169,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS16170,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS16171,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS16172,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS16173,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS16174,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS16175,5,Low,Single,CD,<40,GLA250 SUV
CUS16176,5,Medium ,Single,CD,<40,GLS450 SUV
CUS16177,5,High,Single,CD,<40,AMG GLE63 SUV
CUS16178,5,Low,Married,CD,<40,GLE350 SUV
CUS16179,5,Medium ,Married,CD,<40,GLS550 SUV
CUS16180,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS16181,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS16182,5,High,Single,LD,>40,AMG GLS63 SUV
CUS16183,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS16184,5,High,Married,LD,>40,G550 SUV
CUS16185,5,Low,Single,CD,>40,GLC300 SUV
CUS16186,5,High,Single,CD,>40,AMG G63 SUV
CUS16187,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS16188,5,High,Married,CD,>40,AMG G65 SUV
CUS16189,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS16190,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS16191,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS16192,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS16193,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS16194,3,Low,Single,CD,<40,C300 Coupe
CUS16195,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS16196,3,Low,Married,CD,<40,CLA250 Coupe
CUS16197,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS16198,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS16199,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS16200,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS16201,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS16202,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS16203,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS16204,3,Low,Single,CD,>40,E400 Coupe
CUS16205,3,Medium ,Single,CD,>40,E550 Coupe
CUS16206,3,High,Single,CD,>40,AMG S63 Coupe
CUS16207,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS16208,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS16209,3,High,Married,CD,>40,AMG S65 Coupe
CUS16210,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS16211,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS16212,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS16213,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS16214,4,Low,Married,LD,<40,AMG C43 Sedan
CUS16215,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS16216,4,High,Married,LD,<40,AMG S63 Sedan
CUS16217,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS16218,4,Low,Married,CD,<40,C300 Sedan
CUS16219,4,High,Married,CD,<40,S550 Sedan
CUS16220,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS16221,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS16222,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS16223,4,High,Married,LD,>40,S600 Sedan
CUS16224,4,High,Single,CD,>40,AMG S65 Sedan
CUS16225,4,Low,Married,CD,>40,E300 Sedan
CUS16226,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS16227,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS16228,2,Low,Single,CD,<40,C300 Cabriolet
CUS16229,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS16230,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS16231,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS16232,2,High,Single,LD,>40,S550 Cabriolet
CUS16233,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS16234,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS16235,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS16236,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS16237,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS16238,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS16239,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS16240,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS16241,5,Low,Single,CD,<40,GLA250 SUV
CUS16242,5,Medium ,Single,CD,<40,GLS450 SUV
CUS16243,5,High,Single,CD,<40,AMG GLE63 SUV
CUS16244,5,Low,Married,CD,<40,GLE350 SUV
CUS16245,5,Medium ,Married,CD,<40,GLS550 SUV
CUS16246,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS16247,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS16248,5,High,Single,LD,>40,AMG GLS63 SUV
CUS16249,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS16250,5,High,Married,LD,>40,G550 SUV
CUS16251,5,Low,Single,CD,>40,GLC300 SUV
CUS16252,5,High,Single,CD,>40,AMG G63 SUV
CUS16253,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS16254,5,High,Married,CD,>40,AMG G65 SUV
CUS16255,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS16256,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS16257,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS16258,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS16259,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS16260,3,Low,Single,CD,<40,C300 Coupe
CUS16261,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS16262,3,Low,Married,CD,<40,CLA250 Coupe
CUS16263,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS16264,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS16265,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS16266,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS16267,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS16268,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS16269,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS16270,3,Low,Single,CD,>40,E400 Coupe
CUS16271,3,Medium ,Single,CD,>40,E550 Coupe
CUS16272,3,High,Single,CD,>40,AMG S63 Coupe
CUS16273,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS16274,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS16275,3,High,Married,CD,>40,AMG S65 Coupe
CUS16276,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS16277,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS16278,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS16279,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS16280,4,Low,Married,LD,<40,AMG C43 Sedan
CUS16281,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS16282,4,High,Married,LD,<40,AMG S63 Sedan
CUS16283,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS16284,4,Low,Married,CD,<40,C300 Sedan
CUS16285,4,High,Married,CD,<40,S550 Sedan
CUS16286,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS16287,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS16288,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
