,Name,Age,Status,Family_size,Location,Budget,Age category,LD_CD,Model
994,CUS2591,58,Single,3,Guam,60000,40-60,LD,E550 Coupe
995,CUS2596,26,Single,6,New Mexico,40000,20-40,LD,GLC300 4MATIC SUV
996,CUS2598,48,Single,3,Pennsylvania,30000,40-60,LD,CLA250 4MATIC Coupe
997,CUS2599,54,Single,6,Hawaii,50000,40-60,LD,GLE 350e 4MATIC SUV
998,CUS2600,28,Single,2,Mississippi,220000,20-40,LD,AMG SL65 Roadster
999,CUS2602,61,Single,6,Nevada,140000,>60,LD,AMG G63 SUV
1000,CUS2609,53,Single,6,Texas,40000,40-60,LD,GLC300 4MATIC SUV
1001,CUS2613,22,Single,3,Ohio,30000,20-40,LD,CLA250 4MATIC Coupe
1002,CUS2617,61,Single,3,North Carolina,240000,>60,LD,AMG S65 Coupe
1003,CUS2622,54,Married,4,Georgia,190000,40-60,LD,Mercedes-Maybach S600 Sedan
1004,CUS2625,55,Married,4,Texas,70000,40-60,LD,AMG C63 Sedan
1005,CUS2628,52,Single,6,Ohio,30000,40-60,LD,GLA 4MATIC SUV
1006,CUS2631,57,Married,3,United States Virgin Islands,70000,40-60,LD,CLS550 Coupe
1007,CUS2633,31,Married,3,Wisconsin,120000,20-40,LD,S550 4MATIC Coupe
1008,CUS2634,46,Single,5,Idaho,120000,40-60,LD,G550 SUV
1009,CUS2638,42,Single,3,New Hampshire,30000,40-60,LD,CLA250 4MATIC Coupe
1010,CUS2641,49,Single,3,Oregon,110000,40-60,LD,AMG GT
1011,CUS2642,34,Single,6,Alabama,90000,20-40,CD,GLS550 SUV
1012,CUS2647,62,Married,6,Tennessee,50000,>60,LD,GLE 350e 4MATIC SUV
1013,CUS2648,49,Married,4,Virginia,170000,40-60,LD,Mercedes-Maybach S550 4MATIC Sedan
1014,CUS2657,25,Married,5,Oregon,90000,20-40,LD,GLS550 SUV
1015,CUS2661,19,Single,6,Guam,120000,<20,LD,AMG GLS63 SUV
1016,CUS2663,40,Married,5,Maine,140000,40-60,LD,AMG G63 SUV
1017,CUS2664,22,Single,4,Idaho,140000,20-40,LD,AMG S63 Sedan
1018,CUS2665,61,Single,3,Kentucky,120000,>60,LD,S550 4MATIC Coupe
1019,CUS2670,28,Married,4,Georgia,40000,20-40,LD,C300 4MATIC SEDAN
1020,CUS2674,62,Single,3,Oregon,80000,>60,LD,2016 CLS550 4MATIC Coupe
1021,CUS2678,45,Married,4,Northern Mariana Islands,50000,40-60,LD,E300 4MATIC Sedan
1022,CUS2679,23,Single,6,Iowa,140000,20-40,LD,AMG G63 SUV
1023,CUS2682,27,Married,3,American Samoa,60000,20-40,CD,AMG C43 Coupe
1024,CUS2686,57,Single,3,Illinois,40000,40-60,LD,C300 4MATIC Coupe
1025,CUS2691,54,Married,5,Arkansas,90000,40-60,CD,GLS550 SUV
1026,CUS2692,49,Single,2,Alaska,90000,40-60,CD,SL 450 Roadster
1027,CUS2694,52,Single,6,Guam,120000,40-60,LD,G550 SUV
1028,CUS2697,39,Married,5,Virginia,120000,20-40,LD,AMG GLS63 SUV
1029,CUS2698,31,Single,2,Connecticut,110000,20-40,CD,SL 550 Roadster
1030,CUS2699,58,Married,3,South Dakota,60000,40-60,LD,E400 Cabriolet
1031,CUS2700,32,Married,3,Idaho,120000,20-40,LD,S550 4MATIC Coupe
1032,CUS2702,42,Single,6,Northern Mariana Islands,50000,40-60,LD,GLE 350e 4MATIC SUV
1033,CUS2704,39,Married,4,Rhode Island,50000,20-40,LD,E300 4MATIC Sedan
1034,CUS2707,64,Single,2,Utah,90000,>60,LD,SL 450 Roadster
1035,CUS2708,56,Married,5,Michigan,100000,40-60,LD,AMG GLE63 SUV
1036,CUS2709,26,Married,3,New Hampshire,120000,20-40,LD,S550 4MATIC Coupe
1037,CUS2710,50,Single,2,Alabama,90000,40-60,CD,SL 450 Roadster
1038,CUS2711,60,Married,4,Indiana,50000,>60,LD,E300 4MATIC Sedan
1039,CUS2712,19,Single,6,Nevada,140000,<20,LD,AMG G63 SUV
1040,CUS2717,61,Married,6,Nebraska,50000,>60,LD,GLE 350e 4MATIC SUV
1041,CUS2718,24,Single,4,Texas,140000,20-40,LD,AMG S63 Sedan
1042,CUS2719,33,Single,5,Northern Mariana Islands,140000,20-40,LD,AMG G63 SUV
1043,CUS2722,50,Married,3,Michigan,110000,40-60,LD,AMG GT
1044,CUS2723,29,Single,6,Alaska,70000,20-40,CD,AMG GLE43 SUV
1045,CUS2725,54,Single,3,Idaho,160000,40-60,LD,AMG S63 Coupe
1046,CUS2726,23,Married,5,Indiana,100000,20-40,LD,AMG GLE63 SUV
1047,CUS2729,57,Single,3,Iowa,30000,40-60,LD,CLA250 4MATIC Coupe
1048,CUS2735,28,Single,2,Puerto Rico,150000,20-40,LD,AMG SL63Roadster
1049,CUS2737,47,Married,2,New York,180000,40-60,LD,AMG S63 Cabriolet
1050,CUS2741,42,Single,3,New Hampshire,110000,40-60,LD,AMG GT
1051,CUS2743,28,Single,4,Kentucky,100000,20-40,LD,S550 4MATIC Sedan
1052,CUS2745,50,Married,3,United States Virgin Islands,120000,40-60,LD,S550 4MATIC Coupe
1053,CUS2746,61,Single,3,Mississippi,40000,>60,LD,C300 4MATIC Coupe
1054,CUS2748,36,Married,4,Illinois,50000,20-40,LD,E300 4MATIC Sedan
1055,CUS2751,61,Married,5,Montana,40000,>60,LD,GLC300 4MATIC SUV
1056,CUS2754,39,Single,4,Nebraska,70000,20-40,LD,AMG C63 S Sedan
1057,CUS2757,21,Married,6,New Mexico,70000,20-40,LD,AMG GLE43 SUV
1058,CUS2759,60,Single,4,California,100000,>60,CD,S550 Sedan
1059,CUS2762,19,Married,3,Colorado,50000,<20,CD,AMG CLA45 Coupe
1060,CUS2763,32,Married,6,Colorado,120000,20-40,CD,AMG GLS63 SUV
1061,CUS2765,53,Married,3,West Virginia,40000,40-60,LD,C300 4MATIC Coupe
1062,CUS2766,56,Single,6,West Virginia,70000,40-60,LD,GLS450 SUV
1063,CUS2767,45,Married,3,Michigan,70000,40-60,LD,CLS550 Coupe
1064,CUS2768,24,Married,5,United States Virgin Islands,90000,20-40,LD,GLS550 SUV
1065,CUS2769,33,Single,5,Nevada,100000,20-40,LD,AMG GLE63 SUV
1066,CUS2770,42,Married,6,Illinois,220000,40-60,LD,AMG G65 SUV
1067,CUS2773,21,Married,3,Arizona,30000,20-40,CD,CLA250 Coupe
1068,CUS2776,52,Married,4,Illinois,140000,40-60,LD,AMG S63 Sedan
1069,CUS2778,48,Married,2,Ohio,250000,40-60,LD,AMG S65 Cabriolet
1070,CUS2784,18,Single,3,Mississippi,240000,<20,LD,AMG S65 Coupe
1071,CUS2790,48,Single,4,Delaware,100000,40-60,CD,S550 Sedan
1072,CUS2791,57,Single,6,Rhode Island,120000,40-60,LD,G550 SUV
1073,CUS2792,51,Single,3,California,60000,40-60,CD,E550 Coupe
1074,CUS2799,52,Married,6,Rhode Island,110000,40-60,LD,AMG GLE63 S SUV
1075,CUS2800,42,Single,6,California,220000,40-60,CD,AMG G65 SUV
1076,CUS2801,50,Single,5,Guam,90000,40-60,LD,GLS550 SUV
1077,CUS2803,55,Married,4,Maine,50000,40-60,LD,E300 4MATIC Sedan
1078,CUS2804,62,Single,5,Delaware,220000,>60,CD,AMG G65 SUV
1079,CUS2806,61,Married,5,Virginia,40000,>60,LD,GLC300 4MATIC SUV
1080,CUS2809,29,Married,2,Kentucky,250000,20-40,LD,AMG S65 Cabriolet
1081,CUS2810,35,Married,5,Mississippi,90000,20-40,LD,GLS550 SUV
1082,CUS2812,59,Single,3,North Dakota,30000,40-60,LD,CLA250 4MATIC Coupe
1083,CUS2816,60,Single,3,Illinois,240000,>60,LD,AMG S65 Coupe
1084,CUS2817,27,Single,2,Nevada,50000,20-40,LD,SLC 300 Roadster
1085,CUS2818,41,Single,3,Louisiana,60000,40-60,LD,E550 Coupe
1086,CUS2819,51,Married,4,South Dakota,40000,40-60,LD,C300 4MATIC SEDAN
1087,CUS2822,49,Married,5,Guam,50000,40-60,LD,GLE 350e 4MATIC SUV
1088,CUS2829,62,Single,6,Texas,140000,>60,LD,AMG G63 SUV
1089,CUS2831,24,Single,4,Virginia,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1090,CUS2833,46,Married,6,North Carolina,70000,40-60,LD,GLS450 SUV
1091,CUS2834,21,Single,5,Oregon,110000,20-40,LD,AMG GLE63 S SUV
1092,CUS2840,40,Married,4,South Dakota,230000,40-60,LD,AMG S65 Sedan
1093,CUS2842,54,Single,4,Oregon,230000,40-60,LD,AMG S65 Sedan
1094,CUS2843,52,Married,3,Alaska,240000,40-60,CD,AMG S65 Coupe
1095,CUS2848,25,Single,3,Minnesota,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1096,CUS2850,50,Single,4,Nevada,190000,40-60,LD,Mercedes-Maybach S600 Sedan
1097,CUS2851,63,Married,4,California,230000,>60,CD,AMG S65 Sedan
1098,CUS2854,35,Single,3,Arkansas,130000,20-40,CD,AMG GT S
1099,CUS2856,48,Single,3,Hawaii,120000,40-60,LD,S550 4MATIC Coupe
1100,CUS2857,36,Married,5,Arkansas,110000,20-40,CD,AMG GLE63 S SUV
1101,CUS2862,29,Single,5,Arkansas,40000,20-40,CD,GLC300 SUV
1102,CUS2864,38,Single,2,Connecticut,110000,20-40,CD,SL 550 Roadster
1103,CUS2865,58,Married,2,Wyoming,80000,40-60,LD,AMG C63 S Cabriolet
1104,CUS2867,47,Single,3,Puerto Rico,240000,40-60,LD,AMG S65 Coupe
1105,CUS2870,43,Single,6,New Jersey,140000,40-60,LD,AMG G63 SUV
1106,CUS2871,21,Single,3,North Dakota,60000,20-40,LD,AMG GLC43 Coupe
1107,CUS2873,52,Single,6,Colorado,70000,40-60,CD,GLS450 SUV
1108,CUS2879,42,Married,5,Nevada,50000,40-60,LD,GLE 350e 4MATIC SUV
1109,CUS2884,34,Married,3,New Hampshire,40000,20-40,LD,C300 4MATIC Coupe
1110,CUS2886,55,Married,2,Vermont,250000,40-60,LD,AMG S65 Cabriolet
1111,CUS2888,29,Married,2,Utah,130000,20-40,LD,S550 Cabriolet
1112,CUS2890,52,Married,2,Connecticut,250000,40-60,CD,AMG S65 Cabriolet
1113,CUS2893,29,Single,4,Rhode Island,230000,20-40,LD,AMG S65 Sedan
1114,CUS2894,61,Married,3,Louisiana,60000,>60,LD,E400 Cabriolet
1115,CUS2896,35,Single,5,Rhode Island,50000,20-40,LD,GLE 350e 4MATIC SUV
1116,CUS2898,48,Single,2,Wisconsin,50000,40-60,LD,SLC 300 Roadster
1117,CUS2899,48,Single,5,Arizona,120000,40-60,CD,G550 SUV
1118,CUS2900,52,Married,5,Oregon,140000,40-60,LD,AMG G63 SUV
1119,CUS2905,20,Married,5,Vermont,90000,20-40,LD,GLS550 SUV
1120,CUS2906,41,Single,3,Wyoming,110000,40-60,LD,AMG GT
1121,CUS2910,62,Single,5,California,50000,>60,CD,GLE 350 SUV
1122,CUS2914,33,Married,3,District of Columbia,40000,20-40,CD,C300 Coupe
1123,CUS2917,23,Married,3,Montana,50000,20-40,LD,GLC300 4MATIC Coupe
1124,CUS2922,55,Married,4,Michigan,140000,40-60,LD,AMG S63 Sedan
1125,CUS2924,62,Single,5,New Hampshire,110000,>60,LD,AMG GLE63 S SUV
1126,CUS2928,33,Married,2,West Virginia,60000,20-40,LD,AMG C43 Cabriolet
1127,CUS2930,25,Married,3,Guam,70000,20-40,LD,2016 CLS400 4MATIC Coupe
1128,CUS2933,24,Single,4,Virginia,170000,20-40,LD,Mercedes-Maybach S550 4MATIC Sedan
1129,CUS2935,35,Married,2,Washington,70000,20-40,LD,AMG C63 Cabriolet
1130,CUS2936,19,Married,2,Oklahoma,180000,<20,LD,AMG S63 Cabriolet
1131,CUS2938,59,Married,2,Delaware,180000,40-60,CD,AMG S63 Cabriolet
1132,CUS2943,62,Married,3,Rhode Island,40000,>60,LD,C300 4MATIC Coupe
1133,CUS2947,37,Single,4,Maine,50000,20-40,LD,E300 4MATIC Sedan
1134,CUS2948,55,Married,2,Minnesota,130000,40-60,LD,S550 Cabriolet
1135,CUS2952,37,Married,2,District of Columbia,70000,20-40,CD,AMG C63 Cabriolet
1136,CUS2953,58,Married,2,North Carolina,180000,40-60,LD,AMG S63 Cabriolet
1137,CUS2962,37,Married,3,Minnesota,130000,20-40,LD,AMG GT S
1138,CUS2963,53,Single,3,Maryland,70000,40-60,LD,CLS550 Coupe
1139,CUS2967,60,Married,6,Guam,90000,>60,LD,GLS550 SUV
1140,CUS2968,19,Single,4,Utah,40000,<20,LD,C300 4MATIC SEDAN
1141,CUS2971,50,Single,5,Louisiana,100000,40-60,LD,AMG GLE63 SUV
1142,CUS2973,44,Single,3,Vermont,110000,40-60,LD,AMG GT
1143,CUS2976,36,Single,6,Rhode Island,40000,20-40,LD,GLC300 4MATIC SUV
1144,CUS2979,30,Single,5,New York,40000,20-40,LD,GLC300 4MATIC SUV
1145,CUS2982,40,Married,5,District of Columbia,140000,40-60,CD,AMG G63 SUV
1146,CUS2983,36,Married,2,Florida,180000,20-40,LD,AMG S63 Cabriolet
1147,CUS2988,52,Married,2,New Mexico,180000,40-60,LD,AMG S63 Cabriolet
1148,CUS2990,38,Single,4,Delaware,100000,20-40,CD,S550 Sedan
1149,CUS2991,36,Married,5,Puerto Rico,90000,20-40,LD,GLS550 SUV
1150,CUS2997,48,Single,3,New York,160000,40-60,LD,AMG S63 Coupe
1151,CUS2999,34,Single,5,Oregon,50000,20-40,LD,GLE 350e 4MATIC SUV
1152,CUS3007,59,Married,5,United States Virgin Islands,40000,40-60,LD,GLC300 4MATIC SUV
1153,CUS3008,37,Married,5,Utah,50000,20-40,LD,GLE 350e 4MATIC SUV
1154,CUS3011,55,Married,5,Northern Mariana Islands,110000,40-60,LD,AMG GLE63 S SUV
1155,CUS3018,52,Single,5,Arkansas,110000,40-60,CD,AMG GLE63 S SUV
1156,CUS3020,47,Married,5,Ohio,70000,40-60,LD,GLS450 SUV
1157,CUS3022,36,Married,6,New York,220000,20-40,LD,AMG G65 SUV
1158,CUS3024,32,Married,5,Hawaii,110000,20-40,LD,AMG GLE63 S SUV
1159,CUS3025,58,Married,5,Guam,220000,40-60,LD,AMG G65 SUV
1160,CUS3027,57,Single,3,Guam,240000,40-60,LD,AMG S65 Coupe
1161,CUS3028,21,Married,3,District of Columbia,240000,20-40,CD,AMG S65 Coupe
1162,CUS3032,38,Married,4,California,50000,20-40,CD,E300 Sedan
1163,CUS3034,28,Married,3,Vermont,160000,20-40,LD,AMG S63 Coupe
1164,CUS3035,24,Single,3,Texas,40000,20-40,LD,C300 4MATIC Coupe
1165,CUS3047,19,Married,6,North Carolina,40000,<20,LD,GLC300 4MATIC SUV
1166,CUS3050,27,Married,4,North Carolina,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1167,CUS3052,32,Married,4,Pennsylvania,230000,20-40,LD,AMG S65 Sedan
1168,CUS3056,22,Single,2,New Jersey,60000,20-40,LD,AMG SLC43 Roadster
1169,CUS3062,57,Married,2,Nevada,50000,40-60,LD,C300 4MATIC Cabriolet
1170,CUS3064,43,Married,2,Illinois,50000,40-60,LD,C300 4MATIC Cabriolet
1171,CUS3066,58,Single,3,North Carolina,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1172,CUS3069,63,Married,5,Arkansas,50000,>60,CD,GLE 350 SUV
1173,CUS3070,46,Married,6,North Carolina,110000,40-60,LD,AMG GLE63 S SUV
1174,CUS3071,46,Married,6,Mississippi,70000,40-60,LD,GLS450 SUV
1175,CUS3072,61,Single,2,Hawaii,150000,>60,LD,AMG SL63Roadster
1176,CUS3074,22,Married,5,Indiana,90000,20-40,LD,GLS550 SUV
1177,CUS3076,41,Single,3,Michigan,50000,40-60,LD,GLC300 4MATIC Coupe
1178,CUS3078,65,Married,3,Colorado,120000,>60,CD,S550 4MATIC Coupe
1179,CUS3080,64,Single,5,Texas,70000,>60,LD,GLS450 SUV
1180,CUS3081,25,Married,4,Wisconsin,60000,20-40,LD,E400 4MATIC WAGON
1181,CUS3082,35,Single,4,Rhode Island,70000,20-40,LD,AMG C63 S Sedan
1182,CUS3087,20,Married,5,Wyoming,30000,20-40,LD,GLA 4MATIC SUV
1183,CUS3089,22,Single,6,Oklahoma,50000,20-40,LD,GLE 350e 4MATIC SUV
1184,CUS3090,64,Married,5,Maryland,140000,>60,LD,AMG G63 SUV
1185,CUS3092,24,Single,2,South Dakota,90000,20-40,LD,SL 450 Roadster
1186,CUS3094,36,Married,5,Massachusetts,110000,20-40,LD,AMG GLE63 S SUV
1187,CUS3098,53,Single,6,Minnesota,110000,40-60,LD,AMG GLE63 S SUV
1188,CUS3099,53,Married,5,Tennessee,30000,40-60,LD,GLA 4MATIC SUV
1189,CUS3102,61,Single,6,South Carolina,70000,>60,LD,GLS450 SUV
1190,CUS3103,43,Single,3,Connecticut,240000,40-60,CD,AMG S65 Coupe
1191,CUS3105,30,Married,5,Maryland,70000,20-40,LD,AMG GLE43 SUV
1192,CUS3109,23,Married,3,Wisconsin,240000,20-40,LD,AMG S65 Coupe
1193,CUS3118,34,Single,2,Northern Mariana Islands,110000,20-40,LD,SL 550 Roadster
1194,CUS3120,20,Married,2,Kansas,60000,20-40,LD,AMG C43 Cabriolet
1195,CUS3123,50,Single,6,Kansas,220000,40-60,LD,AMG G65 SUV
1196,CUS3125,43,Married,2,American Samoa,130000,40-60,CD,S550 Cabriolet
1197,CUS3132,32,Married,2,Oregon,80000,20-40,LD,AMG C63 S Cabriolet
1198,CUS3133,37,Single,6,Texas,220000,20-40,LD,AMG G65 SUV
1199,CUS3135,43,Single,6,Tennessee,90000,40-60,LD,GLS550 SUV
1200,CUS3136,33,Single,6,South Carolina,40000,20-40,LD,GLC300 4MATIC SUV
1201,CUS3137,29,Single,6,Minnesota,110000,20-40,LD,AMG GLE63 S SUV
1202,CUS3138,36,Single,4,Puerto Rico,50000,20-40,LD,E300 4MATIC Sedan
1203,CUS3145,25,Single,3,Vermont,130000,20-40,LD,AMG GT S
1204,CUS3146,35,Married,3,Washington,60000,20-40,LD,AMG GLC43 Coupe
1205,CUS3148,46,Single,3,Wyoming,60000,40-60,LD,E550 Coupe
1206,CUS3151,20,Married,6,New Jersey,120000,20-40,LD,AMG GLS63 SUV
1207,CUS3153,60,Single,5,Wisconsin,110000,>60,LD,AMG GLE63 S SUV
1208,CUS3154,29,Single,2,Florida,60000,20-40,LD,AMG SLC43 Roadster
1209,CUS3156,34,Married,5,Washington,220000,20-40,LD,AMG G65 SUV
1210,CUS3157,25,Married,5,Oregon,140000,20-40,LD,AMG G63 SUV
1211,CUS3158,32,Single,5,Puerto Rico,70000,20-40,LD,AMG GLE43 SUV
1212,CUS3159,46,Single,4,Minnesota,140000,40-60,LD,AMG S63 Sedan
1213,CUS3161,57,Married,3,South Carolina,60000,40-60,LD,E400 Cabriolet
1214,CUS3166,29,Single,6,Michigan,140000,20-40,LD,AMG G63 SUV
1215,CUS3167,48,Single,5,Nebraska,30000,40-60,LD,GLA 4MATIC SUV
1216,CUS3182,39,Single,5,Nebraska,220000,20-40,LD,AMG G65 SUV
1217,CUS3186,57,Single,4,Iowa,230000,40-60,LD,AMG S65 Sedan
1218,CUS3189,40,Single,6,Alaska,40000,40-60,CD,GLC300 SUV
1219,CUS3190,52,Married,6,Wisconsin,70000,40-60,LD,GLS450 SUV
1220,CUS3194,30,Single,4,Tennessee,140000,20-40,LD,AMG S63 Sedan
1221,CUS3197,23,Single,5,Arkansas,50000,20-40,CD,GLE 350 SUV
1222,CUS3202,40,Single,5,Nevada,50000,40-60,LD,GLE 350e 4MATIC SUV
1223,CUS3203,57,Married,6,West Virginia,70000,40-60,LD,GLS450 SUV
1224,CUS3206,23,Married,6,North Carolina,120000,20-40,LD,AMG GLS63 SUV
1225,CUS3207,61,Married,5,Guam,70000,>60,LD,GLS450 SUV
1226,CUS3209,21,Single,4,Connecticut,140000,20-40,CD,AMG S63 Sedan
1227,CUS3213,61,Single,6,New Mexico,50000,>60,LD,GLE 350e 4MATIC SUV
1228,CUS3214,55,Married,6,Hawaii,110000,40-60,LD,AMG GLE63 S SUV
1229,CUS3215,60,Married,5,Wyoming,90000,>60,LD,GLS550 SUV
1230,CUS3216,57,Married,6,Kentucky,100000,40-60,LD,AMG GLE63 SUV
1231,CUS3220,42,Single,6,Massachusetts,140000,40-60,LD,AMG G63 SUV
1232,CUS3224,33,Married,5,Delaware,220000,20-40,CD,AMG G65 SUV
1233,CUS3225,23,Single,6,Wisconsin,120000,20-40,LD,AMG GLS63 SUV
1234,CUS3227,43,Single,6,Virginia,50000,40-60,LD,GLE 350e 4MATIC SUV
1235,CUS3229,47,Single,6,Tennessee,110000,40-60,LD,AMG GLE63 S SUV
1236,CUS3230,49,Married,6,Nebraska,140000,40-60,LD,AMG G63 SUV
1237,CUS3231,32,Married,6,Arkansas,70000,20-40,CD,AMG GLE43 SUV
1238,CUS3235,28,Married,3,Kansas,80000,20-40,LD,2016 CLS550 4MATIC Coupe
1239,CUS3240,19,Single,3,Maryland,240000,<20,LD,AMG S65 Coupe
1240,CUS3241,44,Married,5,District of Columbia,90000,40-60,CD,GLS550 SUV
1241,CUS3249,25,Single,3,California,70000,20-40,CD,2016 CLS400 Coupe
1242,CUS3250,18,Single,2,Connecticut,50000,<20,CD,SLC 300 Roadster
1243,CUS3252,28,Married,6,Idaho,220000,20-40,LD,AMG G65 SUV
1244,CUS3255,32,Single,6,Idaho,50000,20-40,LD,GLE 350e 4MATIC SUV
1245,CUS3257,49,Single,4,Nevada,100000,40-60,LD,S550 4MATIC Sedan
1246,CUS3260,63,Married,5,Rhode Island,90000,>60,LD,GLS550 SUV
1247,CUS3262,46,Single,2,New Hampshire,50000,40-60,LD,SLC 300 Roadster
1248,CUS3266,56,Single,3,Puerto Rico,160000,40-60,LD,AMG S63 Coupe
1249,CUS3268,56,Married,5,Oklahoma,220000,40-60,LD,AMG G65 SUV
1250,CUS3269,49,Single,2,New Mexico,110000,40-60,LD,SL 550 Roadster
1251,CUS3270,40,Married,3,New Hampshire,70000,40-60,LD,2016 CLS400 4MATIC Coupe
1252,CUS3271,48,Married,4,Idaho,100000,40-60,LD,S550 4MATIC Sedan
1253,CUS3273,33,Single,6,Minnesota,40000,20-40,LD,GLC300 4MATIC SUV
1254,CUS3274,51,Married,3,Georgia,110000,40-60,LD,AMG GT
1255,CUS3278,58,Married,4,Missouri,40000,40-60,LD,C300 4MATIC SEDAN
1256,CUS3279,51,Single,6,Arizona,110000,40-60,CD,AMG GLE63 S SUV
1257,CUS3281,57,Single,5,Pennsylvania,140000,40-60,LD,AMG G63 SUV
1258,CUS3288,64,Single,5,New Hampshire,100000,>60,LD,AMG GLE63 SUV
1259,CUS3289,64,Single,4,South Carolina,40000,>60,LD,C300 4MATIC SEDAN
1260,CUS3293,52,Single,4,Arkansas,100000,40-60,CD,S550 Sedan
1261,CUS3294,56,Married,3,Massachusetts,30000,40-60,LD,CLA250 4MATIC Coupe
1262,CUS3295,55,Single,2,United States Virgin Islands,90000,40-60,LD,SL 450 Roadster
1263,CUS3299,52,Single,6,Maryland,40000,40-60,LD,GLC300 4MATIC SUV
1264,CUS3304,53,Married,4,Nevada,230000,40-60,LD,AMG S65 Sedan
1265,CUS3309,56,Married,2,Pennsylvania,250000,40-60,LD,AMG S65 Cabriolet
1266,CUS3315,44,Married,3,New Jersey,40000,40-60,LD,C300 4MATIC Coupe
1267,CUS3317,18,Single,6,Nevada,100000,<20,LD,AMG GLE63 SUV
1268,CUS3318,46,Married,5,Pennsylvania,220000,40-60,LD,AMG G65 SUV
1269,CUS3320,55,Single,2,Oklahoma,220000,40-60,LD,AMG SL65 Roadster
1270,CUS3321,37,Single,5,Kansas,140000,20-40,LD,AMG G63 SUV
1271,CUS3323,39,Single,6,South Carolina,70000,20-40,LD,AMG GLE43 SUV
1272,CUS3325,54,Married,3,Iowa,240000,40-60,LD,AMG S65 Coupe
1273,CUS3326,60,Single,4,Michigan,100000,>60,LD,S550 4MATIC Sedan
1274,CUS3329,42,Married,6,Louisiana,110000,40-60,LD,AMG GLE63 S SUV
1275,CUS3331,61,Single,3,Wyoming,110000,>60,LD,AMG GLC63 S Coupe
1276,CUS3334,22,Single,2,Kansas,60000,20-40,LD,AMG SLC43 Roadster
1277,CUS3337,23,Single,2,California,60000,20-40,CD,AMG SLC43 Roadster
1278,CUS3338,47,Single,5,Virginia,100000,40-60,LD,AMG GLE63 SUV
1279,CUS3339,64,Married,2,Washington,130000,>60,LD,S550 Cabriolet
1280,CUS3340,34,Married,3,Alabama,30000,20-40,CD,CLA250 Coupe
1281,CUS3345,32,Single,4,New York,190000,20-40,LD,Mercedes-Maybach S600 Sedan
1282,CUS3346,49,Married,4,Illinois,40000,40-60,LD,C300 4MATIC SEDAN
1283,CUS3348,45,Single,5,Delaware,100000,40-60,CD,AMG GLE63 SUV
1284,CUS3356,40,Married,6,Nebraska,30000,40-60,LD,GLA 4MATIC SUV
1285,CUS3357,21,Single,5,Virginia,50000,20-40,LD,GLE 350e 4MATIC SUV
1286,CUS3358,36,Single,6,New Jersey,220000,20-40,LD,AMG G65 SUV
1287,CUS3360,23,Single,3,Montana,160000,20-40,LD,AMG S63 Coupe
1288,CUS3361,54,Married,2,Missouri,250000,40-60,LD,AMG S65 Cabriolet
1289,CUS3363,37,Single,6,Ohio,140000,20-40,LD,AMG G63 SUV
1290,CUS3369,37,Single,5,South Carolina,140000,20-40,LD,AMG G63 SUV
1291,CUS3370,38,Single,6,Illinois,140000,20-40,LD,AMG G63 SUV
1292,CUS3371,23,Single,6,Arizona,110000,20-40,CD,AMG GLE63 S SUV
1293,CUS3372,45,Married,5,Colorado,120000,40-60,CD,G550 SUV
1294,CUS3374,25,Single,2,Indiana,110000,20-40,LD,SL 550 Roadster
1295,CUS3379,57,Married,3,Minnesota,240000,40-60,LD,AMG S65 Coupe
1296,CUS3380,43,Married,3,Delaware,240000,40-60,CD,AMG S65 Coupe
1297,CUS3381,28,Single,5,Puerto Rico,30000,20-40,LD,GLA 4MATIC SUV
1298,CUS3383,38,Single,5,Colorado,50000,20-40,CD,GLE 350 SUV
1299,CUS3385,27,Married,6,New Hampshire,120000,20-40,LD,AMG GLS63 SUV
1300,CUS3389,49,Married,6,Iowa,90000,40-60,LD,GLS550 SUV
1301,CUS3391,57,Married,6,Louisiana,40000,40-60,LD,GLC300 4MATIC SUV
1302,CUS3395,30,Single,5,Tennessee,140000,20-40,LD,AMG G63 SUV
1303,CUS3397,47,Single,4,Alabama,50000,40-60,CD,E300 Sedan
1304,CUS3398,24,Single,3,North Dakota,130000,20-40,LD,AMG GT S
1305,CUS3407,35,Single,6,Kentucky,50000,20-40,LD,GLE 350e 4MATIC SUV
1306,CUS3409,34,Single,4,Rhode Island,230000,20-40,LD,AMG S65 Sedan
1307,CUS3412,41,Married,5,Guam,100000,40-60,LD,AMG GLE63 SUV
1308,CUS3413,49,Single,4,Arizona,190000,40-60,CD,Mercedes-Maybach S600 Sedan
1309,CUS3416,18,Married,3,New Mexico,160000,<20,LD,AMG S63 Coupe
1310,CUS3417,58,Single,2,West Virginia,60000,40-60,LD,AMG SLC43 Roadster
1311,CUS3418,50,Single,3,American Samoa,110000,40-60,CD,AMG GT
1312,CUS3422,50,Married,3,South Carolina,80000,40-60,LD,2016 CLS550 4MATIC Coupe
1313,CUS3424,59,Single,3,Missouri,120000,40-60,LD,S550 4MATIC Coupe
1314,CUS3425,28,Married,6,Illinois,70000,20-40,LD,AMG GLE43 SUV
1315,CUS3428,54,Married,4,Alabama,140000,40-60,CD,AMG S63 Sedan
